"","","","","","","","","","","","","","",""
"บ้านเดี่ยว","Wiset Suk Nakorn 16-Pracha Uthit 90 Wisatesuknakorn 16-Prachauthit 90","วิเศษสุขนคร 16-ประชาอุทิศ 90 Wisatesuknakorn 16-Prachauthit 90","ประชาอุทิศ 90","ประชาอุทิศ","บ้านคลองสวน","พระสมุทรเจดีย์","สมุทรปราการ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-บิ๊กซี ประชาอุทิศ 90
-มินิบิ๊กซี ประชาอุทิศ 90
-ตลาดวัดทุ่งครุ
-ตลาดประชาอุทิศ 90
-รร.สาสน์ประชาอุทิศพิทยาคาร
-รร.สารสาสน์วิเทศศึกษา
-ม.เทคโนโลยีพระจอมเกล้าธนบุรี
-สำนักงานเขตทุ่งครุ
-วัดทุ่งครุ","","ราษฎร์บูรณะ สุขสวัสดิ์ ประชาอุทิศ พระประแดง พุทธบูชา ทุ่งครุ"
"ทาวน์โฮม","Townhome Pruksa Ville 8 Songprapa Pruksa Ville 8 Songprapa","ทาวน์โฮม พฤกษาวิลล์ 8 สรงประภา Pruksa Ville 8 Songprapa","ซอยวัดเวฬุวนาราม 15","","ดอนเมือง","ดอนเมือง","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สวนสาธารณะ/สวนหย่อม","-โรบินสัน ศรีสมาน
-เซียร์ รังสิต
-เซ็นทรัล แจ้งวัฒนะ
-เดอะมอลล์ งามวงศ์วาน
-พันธุ์ทิพย์ พลาซ่า งามวงศ์วาน
-อิมแพคอารีนา เมืองทองธานี
-ศูนย์การค้า ไอที สแควร์
-เมืองเอกวิสต้า กอล์ฟคอร์ส
-สนามกอล์ฟเมืองเอก
-สนามบินดอนเมือง
-รร.ดอนเมืองทหารอากาศบํารุง
-ศูนย์ราชการ แจ้งวัฒนะ
-ม.เกษตรศาสตร์
-ม.ธุรกิจบัณฑิตย์
-ม.รังสิต
-รพ.ภูมิพล
-รพ.วิภาวดี","","สะพานใหม่ วิภาวดี ดอนเมือง สรงประภา หลักสี่"
"ทาวน์โฮม","Ban Pruksa Townhome 93 (Phahonyothin-Nava Nakorn) Baan Prksa 93 Paholyothin Navanakorn","ทาวน์โฮม บ้านพฤกษา 93 (พหลโยธิน-นวนคร) BAAN PRUKSA 93 PAHOLYOTHIN NAVANAKORN","","","คลองหนึ่ง","คลองหลวง","ปทุมธานี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-มหาวิทยาลัยธรรมศาสตร์
-มหาวิทยาลัยราชภัฏวลัยลงกรณ์
-ศูนย์การเรียนรู้ท่าโขลง
-โรงเรียนวันครู
-Big-C
-Lotus
- เจ อเวนิว
-ฟิวเจอร์ พาร์ค
-ตลาดไท
-โรงพยาบาลนวนคร
- กรมที่ดิน
-แขวงการทางปทุมธานี
-พิพิธภัณฑ์เกษตรเฉลิมพระเกียรติ
-นิคมอุตสาหกรรมนวนคร
-วัดทวีการะอนันต์","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","Townhouse, Bua Thong Thani Village 4","ทาวเฮาส์ หมู่บ้านบัวทองธานี 4","","","บางบัวทอง","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV","-โรงพยาบาลบางใหญ่
-เซ็นทรัลเวสเกต
-ตลาดบางใหญ่
-แม็คโครบางบัวทอง
-ตลาดสมบัติบุรี
-อีเกียบางใหญ่
-สถานีตำรวจบางบัวทอง
-ตลาดนัดบัวทองธานี
-ดูโฮมบางบัวทอง","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Bua Thong Thani Park Village","หมู่บ้าน บัวทองธานี พาร์ค","","บางกรวย-ไทรน้อย","บางบัวทอง","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สวนสาธารณะ/สวนหย่อม","-ใกล้ตลาดสมบัติบุรี
-โรงเรียนสารสาสน์บางบัวทองไทรน้อย
-ตลาดบางบัวทอง 
-เซ็นทรัลเวสต์เกต
-อิเกียบางใหญ่ 
-โรงพยาบาลไทรน้อย
-โรงพยาบาลเกษมราษฏร์
","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"บ้านเดี่ยว","Park Park 3 Ring Arts-Rattanathibet Sinlapakarn Park 3 Wongwaen-Rattanathibet","ศิลปการพาร์ค 3 วงแหวน-รัตนาธิเบศร์ Sinlapakarn Park 3 Wongwaen-Rattanathibet","","","พิมลราช","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","
-MaxValu
-เซ็นทรัล เวสต์เกต
-อิเกีย บางใหญ่
-รร.บางบัวทอง
-รร.วัดลาดปลาดุก
-รร.เต็มรักศึกษา
-รร.กสิณธรเซนต์ปีเตอร์
-รพ.บางบัวทอง
-รพ.เกษมราษฎร์
-ถนนกาญจนาภิเษก
-ถนนชัยพฤกษ์
-ถนนนครอินทร์
-ทางพิเศษศรีรัช-วงแหวนรอบนอก
-รถไฟฟ้าสายสีม่วง สถานีคลองบางไผ่","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Phimonrat 1 Village, next to Ban Kluai-Sai Noi Road, Phimonrat Subdistrict, Bang Bua Thong District","หมู่บ้านพิมลราช 1 ติดถนนบ้านกล้วย-ไทรน้อย ต.พิมลราช อ.บางบัวทอง","","บ้านกล้วย-ไทรน้อย","พิมลราช","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สวนสาธารณะ/สวนหย่อม","-เดอะมอลล์งามวงศ์วาน
-เซ็นทรัลเวสท์เกต
-ตลาดบางบัวทอง
-โครงการคิดถนนบ้านกล้วย-ไทรน้อย","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Village, 3 Soi, Lat Pla Duk Temple","หมู่บ้านพฤกษา 3 ซ.วัดลาดปลาดุก","","","บางคูรัด","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-รถไฟฟ้าสายสีม่วง สถานีคลองบางไผ่
-Max Value
-บิ๊กซี
-เซ็นทรัล เวสต์เกท","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Lat Da Dail Village 3, Ban Kluai-Sai Noi","หมู่บ้านลัดดาวิลล์ 3 บ้านกล้วย-ไทรน้อย","","บ้านกล้วย-ไทรน้อย","พิมลราช","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV","-รถไฟฟ้าสายสีม่วง สถานีคลองบางไผ่
-ห้างเซ็นทรัลเวสท์เกต
-Big C รัตนาธิเบศร์, โฮมโปร, บิ๊กคิงส์
-โรงพยาบาลเกษมราษฎร์รัตนาธิเบศร์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Piamsuk Pinklao Kanchana Village","หมู่บ้านเปี่ยมสุข ปิ่นเกล้า กาญจนา","","กาญจนาภิเษก","บางคูเวียง","บางกรวย","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ, Fitness, สวนสาธารณะ/สวนหย่อม","รร.เทพศิรินทร์ นนทบุรี
เทสโก้ โลตัส พลัสมอลล์ บางใหญ่
รร.เด่นหล้า
เดอะวอล์ค ราชพฤกษ์
เซ็นทรัล เวสต์เกต
บิ๊กซี บางใหญ่
รพ.เกษมราษฎร์ รัตนาธิเบศร์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Village 60 Rangsit-Bang Phun","หมู่บ้าน พฤกษา 60 รังสิต-บางพูน","","","บางพูน","เมือง","ปทุมธานี","","","","สวนสาธารณะ/สวนหย่อม","-ตลาดสดพูนทรัพย์
-โรงพยาบาลกรุงสยามเซนต์คาลอส 3 กม.
-สถานีตำรวจภูธรตำบลสวนพริกไทย 5 กม.
-นิคมอุตสาหกรรมบางกะดี
-ฟิวเจอร์ปารค์ รังสิต
-เทสโก้ โลตัส รังสิต","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"บ้านเดี่ยว","Casa Premium Rama 2","คาซ่า พรีเมียม พระราม 2","","กาญจนาภิเษก (เลียบวงเเหวนใต้)","ท่าข้าม","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม, สโมสร (clubhouse)","– ใกล้จุดขึ้น-ลง ทางด่วน เฉลิมมหานคร
– ใกล้จุดขึ้น-ลง มอเตอร์เวย์ (วงแหวนกาญจนาฝั่งใต้)
– รร.สวนกุหลาบ ธนบุรี 1.4 กม.
– ตลาดใหม่ทุ่งครุ 8.0 กม.
– ม.บางมด 7.7 กม.
– รพ.บางมด 9.1 กม.
– The Bright 8.4 กม.
– เซ็นทรัล พระราม 2 7.1 กม.
– โลตัส พระราม2 6.5 กม.
– บิ๊กซี พระราม2 7.1กม.
– โรงพยาบาล พระราม 2 7.0 กม.","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"ทาวน์โฮม","The Modern Bang Bua Thong Village","หมู่บ้าน เดอะ โมดิช บางบัวทอง","","","ลำโพ","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม","-โรงเรียนสารสาสน์บางบัวทอง 
-โรงเรียนกสิณธรเซนต์ปีเตอร์
-ตลาดสมบัติบุรี 
-สภ.บางบัวทอง 
-ตลาดบางใหญ่ 
-บิ๊กซีบางใหญ่ 
-เซ็นทรัลเวสต์เกต
-โลตัส ไทรน้อย","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"บ้านเดี่ยว","Bua Thong Thani Park","บัวทองธานีพาร์ค","","","บางบัวทอง","บางบัวทอง","นนทบุรี","","","","","-ตลาดสมบัติบุรี
-โรงเรียนสารสาสน์บางบัวทองไทรน้อย 
-ตลาดบางบัวทอง 
-เซ็นทรัลเวสต์เกต 
-อิเกียบางใหญ่ 
-โรงพยาบาลไทรน้อย 
-โรงพยาบาลเกษมราษฎร์บางใหญ่","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Village 18, Bang Yai (Soi Kaew In)","หมู่บ้านพฤกษา 18 บางใหญ่ (ซอยเเก้วอินทร์)","แก้วอินทร์","","บางเเม่นาง","บางใหญ่","นนทบุรี","","","","สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-7-11 ตรงข้ามโครงการ
-เซ็นทรัล เวสต์เกต
-อิเกีย บางใหญ่
-เทสโก้ โลตัส พลัสมอลล์
-บิ๊กซี บางใหญ่
-Index Living Mall
-โฮมโปร
-รพ.เกษมราษฎร์
-รพ.อนุบาลเด่นหล้า พระราม 5
-รพ.เทพศิรินทร์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Yu Charoen-Boonma Village","หมู่บ้านอยู่เจริญ-บุญมา","เถิดราชัน43","เถิดราชัน","สีกัน","ดอนเมือง","กรุงเทพ","","","","","- โรงเรียนทุ่งสีกัน
- โรงเรียนอนุบาลธนินทร
- โรงเรียนเจริญวิทยศึกษา
- โรงเรียนบำรุงรวิวรรณวิทยา
- สวนสุขภาพดอนเมือง
- สถานีตำรวจนครบาลดอนเมือง
- โรงเรียนดอนเมืองทหารอากาศบำรุง
- ธนาคาร กรุงศรีอยุธยา จำกัด สาขาถนนวิภาวดีรังสิต (ดอนเมือง)
- ธนาคาร กรุงศรีอยุธยา จำกัด สาขาถนนสรงประภา (ดอนเมือง)
- โรงเรียนพระหฤทัย ดอนเมือง
- โรงเรียนสีกัน (วัฒนานันท์อุปถัมภ์)
- ตลาดนัดบุญอนันต์","","สะพานใหม่ วิภาวดี ดอนเมือง สรงประภา หลักสี่"
"ทาวน์โฮม","J City Rattanathibet-Bang Bua Thong","เจ ซิตี้ รัตนาธิเบศร์-บางบัวทอง","","","โสนลอย","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ","– ตลาดบางบัวทอง 0.3 กม.
– Central Westgate 7 กม.
– Central รัตนาธิเบศร์ 15 กม.
– Home Pro บางใหญ่ 6 กม.
– Home Pro ราชพฤกษ์ 14 กม.
– Big C บางใหญ่ 5 กม.
– Lotus บางใหญ่ 12 กม.
– ตลาดเจ้าพระยา 6.8 กม.
– ตลาดบางใหญ่ 10 กม.
– ท่าน้ำนนท์ 11 กม.
– โรงเรียนเตรียมอุดม นนทบุรี 14 กม.
– อนุบาลเด่นหล้า 14 กม.
– โรงพยาบาลเกษมราษฎร์ รัตนาธิเบศร์ 5 กม.
– สถานีรถไฟฟ้าบางพลู 6 กม.
– สถานีรถไฟฟ้าคลองบางไผ่ 5 กม.","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Ville Village 32-Rama 2","หมู่บ้านพฤกษาวิลล์32-พระราม2","พระราม2ซอย74","","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, Fitness, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-เซ็นทรัล พระราม 2
-บิ๊กซี พระราม 2
-เทสโก้ โลตัส พระราม 2
-โฮมโปร พระราม 2
-รร.รุ่งอรุณ
-รร.ทานตะวันไตรภาษา
-รร.พระยามนธาตุราชศรีพิจิตร์
-รพ.บางมด
-รพ.นครธน","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"บ้านแฝด","Pin Charoen Village 1","หมู่บ้านปิ่นเจริญ1","","","สีกัน","ดอนเมือง","กรุงเทพ","","","","","-รร.พระหฤทัยคอนแวนต์
-เทคนิคดอนเมือง
-สนง.เขตดอนเมือง
-ตลาดฝั่งโขง
-สนามบินดอนเมือง
-ทางขึ้น-ลงทางด่วนอุตราภิมุข","","สะพานใหม่ วิภาวดี ดอนเมือง สรงประภา หลักสี่"
"อาคารพาณิชย์","Khi Nuch Village","หมู่บ้านขจีนุช","","","คลองพระอุดม","ลาดหลุมแก้ว","ปทุมธานี","","","","","การเดินทาง
- เดินทางสะดวกได้หลายทาง เส้น345
-ถนนราชพฤกษ์ ,ติวานนท์ ปทุมธานี
-ถนนปากเกร็ด ถนน สะพานนนทบุรี-บางบัวทอง
-ใกล้สะพานนวลฉวี , โรงเรียนสาธิตปทุม
สถานที่ใกล้เคียง
- ใกล้โรงเรียนสารสาสทน์
- ใกล้โรงเรียนสาธิตปทุม
- ใกล้ห้างโรบินสันศรีสมาน
- ใกล้ห้างบิ๊กซี ปทุมธานี
- ใกล้โรงพยาบาล วิภาราม
- ใกล้ศูนย์การค้า เดอะทรี
- ใกล้โรงเรียนสวนกุหลาบ
","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","The Modern Bang Bua Thong Village","หมู่บ้านเดอะโมดิช บางบัวทอง","","","ลำโพ","บางบัวทอง","นนทบุรี","","","","","- ใกล้โรงเรียนสารสาสน์บางบัวทอง 
-ห้างสรรพสินค้าเซ็นทรัลเวสท์เกต
-วัดทองสะอาด
-ตลาดต้นไม้สมบัติบุรี 
-แม็คโคร สาขาบางบัวทอง
-BTS สถานีคลองบางไผ่","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ที่ดินเปล่า","Land for sale","ขายที่ดินเปล่า","","","บางเดื่อ","เมืองปทุมธานี","ปทุมธานี","","","","","-","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","Chat Pailin Village","หมู่บ้านฉัตรไพลิน","","","ระแหง","ลาดหลุมแก้ว","ปทุมธานี","","","","","การประปาส่วนภูมิภาค ปทุมธานี
โรงพยาบาล ปทุมธานี
ศาลจังหวัดปทุมธานี
เทสโก้ โลตัส สาขาปทุมธานี
การไฟฟ้าส่วนภูมิภาค ปทุมธานี
ร.ร.ปทุมวิไล
ร.ร.สาธิตปทุม
ศาลากลางปทุมธานี
สถานีตำรวจปทุมธานี","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
